element1,element2,element3,element4,M,TC,R,heakey
Cr,Pd,Pt,Tl,0.9775,0.0,86.92361,24467881
Cr,Pd,Pt,Pb,0.9767,0.369,102.36325,24467882
Cr,Pd,Pt,Bi,1.004,0.24,108.07723,24467883
Cr,Pd,Au,Hg,1.0058,0.532,57.561330000000005,24467980
Cr,Pd,Au,Tl,1.0104,0.384,85.99933,24467981
Cr,Pd,Au,Pb,1.0092,0.367,102.69433,24467982
Cr,Pd,Au,Bi,1.0359,0.242,113.8934,24467983
Cr,Pd,Hg,Tl,1.044,0.452,92.90489,24468081
Cr,Pd,Hg,Pb,1.0428,0.35,101.50659,24468082
Cr,Pd,Hg,Bi,1.0654,0.073,116.60184,24468083
Cr,Pd,Tl,Pb,1.0528,0.0,101.26265,24468182
Cr,Pd,Tl,Bi,1.0748,0.215,113.10432,24468183
Cr,Pd,Pb,Bi,1.0772,0.214,108.79507,24468283
Cr,Ag,Cd,In,0.9923,0.24,72.24824,24474849
Cr,Ag,Cd,Sn,0.9779,0.325,86.80954,24474850
Cr,Ag,Cd,Hf,0.0,0.0,147.39191,24474872
Cr,Ag,Cd,Ta,0.0,0.0,156.0522,24474873
Cr,Ag,Cd,W,0.0,0.0,165.24804,24474874
Cr,Ag,Cd,Re,0.0,0.0,163.42675,24474875
Cr,Ag,Cd,Os,0.0,0.0,155.61841,24474876
Cr,Ag,Cd,Ir,0.0,0.0,146.19656,24474877
Cr,Ag,Cd,Pt,0.0,0.0,150.48546000000002,24474878
Cr,Ag,Cd,Au,0.0,0.0,170.08098,24474879
Cr,Ag,Cd,Hg,1.0155,0.371,64.41518,24474880
Cr,Ag,Cd,Tl,1.0249,0.452,77.23665,24474881
Cr,Ag,Cd,Pb,1.0247,0.152,90.23251,24474882
Cr,Ag,Cd,Bi,1.0486,0.0,109.38268,24474883
Cr,Ag,In,Sn,0.9902,0.344,76.42053,24474950
Cr,Ag,In,Hf,0.8455,4.715,173.82401000000002,24474972
Cr,Ag,In,Ta,0.7604,3.008,177.1454,24474973
Cr,Ag,In,W,0.0,0.0,181.6292,24474974
Cr,Ag,In,Re,0.0,0.0,176.6656,24474975
Cr,Ag,In,Os,0.0,0.0,167.01361,24474976
Cr,Ag,In,Ir,0.892,0.185,133.22984,24474977
Cr,Ag,In,Pt,0.9693,0.385,93.34174,24474978
Cr,Ag,In,Au,0.9895,0.257,77.65245,24474979
Cr,Ag,In,Hg,1.0143,0.332,71.43104,24474980
Cr,Ag,In,Tl,1.0299,0.46,75.83439,24474981
Cr,Ag,In,Pb,1.0275,0.372,82.10444,24474982
Cr,Ag,In,Bi,1.0503,0.209,95.27695,24474983
Cr,Ag,Sn,Hf,0.8474,3.702,167.60487,24475072
Cr,Ag,Sn,Ta,0.7636,2.583,168.74522,24475073
Cr,Ag,Sn,W,0.7264,0.904,168.12782,24475074
Cr,Ag,Sn,Re,0.727,2.9930000000000003,163.14985,24475075
Cr,Ag,Sn,Os,0.7657,9.724,151.61084,24475076
Cr,Ag,Sn,Ir,0.9001,0.163,128.95296000000002,24475077
Cr,Ag,Sn,Pt,0.959,0.346,107.8752,24475078
Cr,Ag,Sn,Au,0.9773,0.253,95.08897,24475079
Cr,Ag,Sn,Hg,1.0039,0.348,83.81488,24475080
Cr,Ag,Sn,Tl,1.025,0.396,80.3465,24475081
Cr,Ag,Sn,Pb,1.0271,0.282,81.87861,24475082
Cr,Ag,Sn,Bi,1.0465,0.244,92.86002,24475083
Cr,Ag,Hf,Ta,0.5707,4.143,110.30613999999998,24477273
Cr,Ag,Hf,W,0.0,0.0,97.57191,24477274
Cr,Ag,Hf,Re,0.0,0.0,103.56656,24477275
Cr,Ag,Hf,Os,0.0,0.0,107.82335,24477276
Cr,Ag,Hf,Ir,0.0,0.0,109.83163,24477277
Cr,Ag,Hf,Pt,0.0,0.0,113.74023,24477278
Cr,Ag,Hf,Au,0.8038,4.334,135.53437,24477279
Cr,Ag,Hf,Hg,0.8524,5.814,156.22075,24477280
Cr,Ag,Hf,Tl,0.8801,5.235,167.99082,24477281
Cr,Ag,Hf,Pb,0.8896,4.021,164.57333,24477282
Cr,Ag,Hf,Bi,0.9256,3.381,164.00531999999998,24477283
Cr,Ag,Ta,W,0.0,0.0,90.19006,24477374
Cr,Ag,Ta,Re,0.0,0.0,94.5086,24477375
Cr,Ag,Ta,Os,0.0,0.0,96.83427,24477376
Cr,Ag,Ta,Ir,0.0,0.0,97.99078,24477377
Cr,Ag,Ta,Pt,0.0,0.0,102.5422,24477378
Cr,Ag,Ta,Au,0.0,0.0,118.60511,24477379
Cr,Ag,Ta,Hg,0.7618,3.489,159.73736,24477380
Cr,Ag,Ta,Tl,0.8022,3.286,171.62795,24477381
Cr,Ag,Ta,Pb,0.8095,2.979,165.49495,24477382
Cr,Ag,Ta,Bi,0.8605,2.604,158.37953000000002,24477383
Cr,Ag,W,Re,0.0,0.0,91.88987,24477475
Cr,Ag,W,Os,0.0,0.0,91.57103,24477476
Cr,Ag,W,Ir,0.0001,0.0,92.50987,24477477
Cr,Ag,W,Pt,0.0,0.0,100.63911,24477478
Cr,Ag,W,Au,0.0,0.0,132.4376,24477479
Cr,Ag,W,Hg,0.7221,0.58,162.91577,24477480
Cr,Ag,W,Tl,0.0,0.0,175.73671000000002,24477481
Cr,Ag,W,Pb,0.7792,1.272,163.39139,24477482
Cr,Ag,W,Bi,0.8242,1.7009999999999998,152.779,24477483
Cr,Ag,Re,Os,0.0,0.0,90.32531,24477576
Cr,Ag,Re,Ir,0.0,0.0,90.2559,24477577
Cr,Ag,Re,Pt,0.0,0.0,102.08534,24477578
Cr,Ag,Re,Au,0.0,0.0,129.10116000000002,24477579
Cr,Ag,Re,Hg,0.7191,4.172,158.49875,24477580
Cr,Ag,Re,Tl,0.7556,6.61,167.22566,24477581
Al,Co,Ni,Bi,0.4555,277.628,102.6668,13272883
Al,Co,Cu,Zn,0.0,0.0,118.32135,13272930
Al,Co,Cu,Ga,0.0,0.0,111.56867,13272931
Al,Co,Cu,Ge,0.3389,267.261,82.15397,13272932
Al,Co,Cu,Zr,0.0,0.0,143.59486,13272940
Al,Co,Cu,Nb,0.3113,273.52,142.44323,13272941
Al,Co,Cu,Mo,0.3459,290.372,146.66465,13272942
Al,Co,Cu,Tc,0.4053,325.311,146.99905,13272943
Al,Co,Cu,Ru,0.4828,0.0,136.30676,13272944
Al,Co,Cu,Rh,0.4742,429.342,96.65888,13272945
Al,Co,Cu,Pd,0.4071,460.164,60.87837,13272946
Al,Co,Cu,Ag,0.3779,447.094,46.41881,13272947
Al,Co,Cu,Cd,0.3503,393.26,45.261590000000005,13272948
Al,Co,Cu,In,0.3355,253.30900000000003,70.83739,13272949
Al,Co,Cu,Sn,0.0,0.0,102.02654,13272950
Al,Co,Cu,Hf,0.0,0.0,150.34017,13272972
Al,Co,Cu,Ta,0.3175,282.695,150.77414,13272973
Al,Co,Cu,W,0.3329,269.974,155.36711,13272974
Al,Co,Cu,Re,0.3803,291.117,155.88407,13272975
Al,Co,Cu,Os,0.4373,329.42400000000004,148.44091,13272976
Al,Co,Cu,Ir,0.4643,384.168,119.15825,13272977
Al,Co,Cu,Pt,0.4244,442.023,75.08542,13272978
Al,Co,Cu,Au,0.3842,429.856,51.19716,13272979
Al,Co,Cu,Hg,0.3668,384.147,48.55127,13272980
Al,Co,Cu,Tl,0.3739,292.27,73.07153000000001,13272981
Al,Co,Cu,Pb,0.3779,277.726,83.6037,13272982
Al,Co,Cu,Bi,0.3882,243.83900000000003,93.52137,13272983
Al,Co,Zn,Ga,0.3222,204.281,55.50039,13273031
Al,Co,Zn,Ge,0.3341,208.506,63.77085,13273032
Al,Co,Zn,Zr,0.0,0.0,152.33332,13273040
Al,Co,Zn,Nb,0.3098,244.953,157.12046999999998,13273041
Al,Co,Zn,Mo,0.0,0.0,155.77818,13273042
Al,Co,Zn,Tc,0.0,0.0,154.62394,13273043
Al,Co,Zn,Ru,0.4826,345.25199999999995,152.5387,13273044
Al,Co,Zn,Rh,0.4684,387.233,110.05923,13273045
Cr,Ag,Re,Pb,0.7692,6.2620000000000005,154.51965,24477582
Cr,Ag,Re,Bi,0.7901,11.906,146.41288,24477583
Cr,Ag,Os,Ir,0.0,0.0,82.70182,24477677
Cr,Ag,Os,Pt,0.0,0.0,93.15,24477678
Cr,Ag,Os,Au,0.0,0.0,120.02268,24477679
Cr,Ag,Os,Hg,0.7544,16.875,145.57998999999998,24477680
Cr,Ag,Os,Tl,0.7789,24.452,153.92129,24477681
Cr,Ag,Os,Pb,0.7946,20.982,144.58246,24477682
Cr,Ag,Os,Bi,0.795,43.636,138.908,24477683
Cr,Ag,Ir,Pt,0.0,0.0,83.39784,24477778
Cr,Ag,Ir,Au,0.7965,1.235,98.3118,24477779
Cr,Ag,Ir,Hg,0.9037,0.3389999999999999,112.11537,24477780
Cr,Ag,Ir,Tl,0.9247,0.0,126.21156,24477781
Cr,Ag,Ir,Pb,0.9371,0.096,126.7178,24477782
Cr,Ag,Ir,Bi,0.9653,0.397,126.11433999999998,24477783
Cr,Ag,Pt,Au,0.0,0.0,116.03505,24477879
Cr,Ag,Pt,Hg,0.9951,0.493,68.01122,24477880
Cr,Ag,Pt,Tl,1.0016,0.344,94.39079,24477881
Cr,Ag,Pt,Pb,0.9999,0.31,108.1901,24477882
Cr,Ag,Pt,Bi,1.029,0.225,117.2596,24477883
Cr,Ag,Au,Hg,1.0044,0.356,60.86985,24477980
Cr,Ag,Au,Tl,1.023,0.0,80.8934,24477981
Cr,Ag,Au,Pb,1.0198,0.263,97.20404,24477982
Cr,Ag,Au,Bi,1.0486,0.158,111.92983,24477983
Cr,Ag,Hg,Tl,1.0519,0.3779999999999999,80.32888,24478081
Cr,Ag,Hg,Pb,1.0422,0.301,89.04024,24478082
Cr,Ag,Hg,Bi,1.0686,0.052,109.52058999999998,24478083
Cr,Ag,Tl,Pb,1.0571,0.0,87.1489,24478182
Cr,Ag,Tl,Bi,1.0791,0.162,103.75489,24478183
Cr,Ag,Pb,Bi,1.0718,0.2,104.29551,24478283
Cr,Cd,In,Sn,0.9904,0.568,60.17139,24484950
Cr,Cd,In,Hf,0.8558,4.7860000000000005,174.33472,24484972
Cr,Cd,In,Ta,0.7862,2.958,184.07304,24484973
Cr,Cd,In,W,0.0,0.0,197.93309,24484974
Cr,Cd,In,Re,0.0,0.0,192.91482,24484975
Cr,Cd,In,Os,0.0,0.0,180.51386,24484976
Cr,Cd,In,Ir,0.0,0.0,171.69641,24484977
Cr,Cd,In,Pt,0.9813,0.381,88.86264,24484978
Cr,Cd,In,Au,0.9864,0.0,69.63474000000001,24484979
Cr,Cd,In,Hg,1.0063,0.474,61.29551,24484980
Cr,Cd,In,Tl,1.0282,0.0,61.47656,24484981
Cr,Cd,In,Pb,1.0257,0.418,65.55679,24484982
Cr,Cd,In,Bi,1.0453,0.304,77.57845,24484983
Cr,Cd,Sn,Hf,0.8612,3.773,160.20716000000002,24485072
Cr,Cd,Sn,Ta,0.0,0.0,178.77877,24485073
Cr,Cd,Sn,W,0.759,1.293,166.19388999999998,24485074
Cr,Cd,Sn,Re,0.7562,3.643,161.70201,24485075
Cr,Cd,Sn,Os,0.0,0.0,153.25226999999998,24485076
Cr,Cd,Sn,Ir,0.9251,0.321,126.26794,24485077
Cr,Cd,Sn,Pt,0.9664,0.4,100.88564,24485078
Cr,Cd,Sn,Au,0.9728,0.324,82.44711,24485079
Cr,Cd,Sn,Hg,0.9954,0.923,67.67243,24485080
Cr,Cd,Sn,Tl,1.0283,0.539,65.44991,24485081
Cr,Cd,Sn,Pb,1.0239,0.236,66.84378000000001,24485082
Cr,Cd,Hf,Ta,0.0,0.0,107.40227,24487273
Cr,Cd,Hf,W,0.0,0.0,120.31256,24487274
Cr,Cd,Hf,Re,0.0,0.0,133.46216,24487275
Cr,Cd,Hf,Os,0.0,0.0,139.6793,24487276
Cr,Cd,Hf,Ir,0.7524,3.324,142.21472,24487277
Cr,Cd,Hf,Pt,0.8083,4.3,146.92108000000002,24487278
Cr,Cd,Hf,Au,0.8219,5.07,158.86307,24487279
Cr,Cd,Hf,Hg,0.8564,6.263,170.00626,24487280
Cr,Cd,Hf,Tl,0.8885,5.477,165.58184,24487281
Cr,Cd,Hf,Pb,0.8996,3.5860000000000003,155.47467,24487282
Cr,Cd,Hf,Bi,0.935,3.18,155.05952,24487283
Cr,Cd,Ta,W,0.0,0.0,125.73662,24487374
Cr,Cd,Ta,Re,0.0,0.0,145.1133,24487375
Cr,Cd,Ta,Os,0.0,0.0,144.72826,24487376
Cr,Cd,Ta,Ir,0.0,0.0,135.44186000000002,24487377
Cr,Cd,Ta,Pt,0.0,0.0,138.51306,24487378
Cr,Cd,Ta,Au,0.0,0.0,159.70771000000002,24487379
Cr,Cd,Ta,Hg,0.7847,3.48,177.75467,24487380
Cr,Cd,Ta,Tl,0.8219,3.522,174.99006,24487381
Cr,Cd,Ta,Pb,0.8316,2.9,160.24136,24487382
Cr,Cd,Ta,Bi,0.8713,2.719,154.49438999999998,24487383
Cr,Cd,W,Re,0.0,0.0,142.22066,24487475
Cr,Cd,W,Os,0.0,0.0,128.79515,24487476
Cr,Cd,W,Ir,0.0,0.0,124.42202,24487477
Cr,Cd,W,Pt,0.6376,0.72,139.63511,24487478
Cr,Cd,W,Au,0.0,0.0,161.5705,24487479
Cr,Cd,W,Hg,0.7511,1.055,180.97699,24487480
Cr,Cd,W,Tl,0.7903,1.528,176.34343,24487481
Cr,Cd,W,Pb,0.7985,1.5830000000000002,160.62126999999998,24487482
Cr,Cd,W,Bi,0.8379,2.13,150.94073999999998,24487483
Cr,Cd,Re,Os,0.0,0.0,110.78333,24487576
Cr,Cd,Re,Ir,0.0,0.0,112.90163,24487577
Cr,Cd,Re,Pt,0.6326,1.266,132.44952,24487578
Cr,Cd,Re,Au,0.0,0.0,155.5204,24487579
Cr,Cd,Re,Hg,0.7477,4.883,178.02217,24487580
Cr,Cd,Re,Tl,0.7809,7.268,172.05375,24487581
Cr,Cd,Re,Pb,0.7882,7.149,154.74774,24487582
Cr,Cd,Re,Bi,0.8097,12.284,148.12746,24487583
Cr,Cd,Os,Ir,0.5838,3.364,108.73446,24487677
Cr,Cd,Os,Pt,0.0,0.0,116.51156,24487678
Cr,Cd,Os,Au,0.0,0.0,145.60658,24487679
Cr,Cd,Os,Hg,0.7848,15.248,163.54708,24487680
Cr,Cd,Os,Tl,0.8112,21.461,158.06521999999998,24487681
Cr,Cd,Os,Pb,0.8184,19.663,145.60581000000002,24487682
Cr,Cd,Os,Bi,0.8298,35.875,140.23987,24487683
Cr,Cd,Ir,Pt,0.0,0.0,107.64983,24487778
Cr,Cd,Ir,Au,0.0,0.0,136.14547,24487779
Cr,Cd,Ir,Hg,0.9117,0.318,127.23813,24487780
Cr,Cd,Ir,Tl,0.9596,0.198,128.0698,24487781
Cr,Cd,Ir,Pb,0.9593,0.0,126.92768999999998,24487782
Cr,Cd,Ir,Bi,0.9922,0.0,125.09909,24487783
Cr,Cd,Pt,Au,0.9456,0.4429999999999999,80.09485,24487879
Cr,Cd,Pt,Hg,0.9923,0.54,72.0166,24487880
Cr,Cd,Pt,Tl,1.0087,0.355,94.64396,24487881
Cr,Cd,Pt,Pb,1.007,0.365,103.36851,24487882
Cr,Cd,Pt,Bi,1.0348,0.239,111.24056000000002,24487883
Cr,Cd,Au,Hg,0.9988,0.373,59.69539,24487980
Cr,Cd,Au,Tl,1.0209,0.335,75.82086,24487981
Cr,Cd,Au,Pb,1.0172,0.28,86.95878,24487982
Cr,Cd,Au,Bi,1.0399,0.0,102.27563,24487983
Cr,Cd,Hg,Tl,1.0465,0.379,69.36364,24488081
Cr,Cd,Hg,Pb,1.0359,0.4579999999999999,76.03809,24488082
Cr,Cd,Tl,Pb,1.0572,0.43,71.28567,24488182
Cr,In,Sn,Hf,0.8829,3.282,139.99007,24495072
Cr,In,Sn,Ta,0.8219,2.542,146.45317,24495073
Cr,In,Sn,W,0.7944,1.769,145.20895,24495074
Cr,In,Sn,Re,0.7866,4.906000000000001,141.41904,24495075
Cr,In,Sn,Os,0.8237,11.300999999999998,132.24938,24495076
Cr,In,Sn,Ir,0.9526,0.384,113.82281,24495077
Cr,In,Sn,Pt,0.982,0.358,91.44692,24495078
Cr,In,Sn,Au,0.9881,0.337,71.94261999999999,24495079
Cr,In,Sn,Hg,1.0165,1.013,59.48092,24495080
Cr,In,Sn,Tl,1.0453,0.583,57.07757,24495081
Cr,In,Sn,Pb,1.0362,0.6729999999999999,58.2523,24495082
Cr,In,Sn,Bi,1.0503,0.54,64.53036,24495083
Cr,In,Hf,Ta,0.0,0.0,151.23086999999998,24497273
Cr,In,Hf,W,0.0,0.0,173.86695,24497274
Cr,In,Hf,Re,0.0,0.0,180.42333,24497275
Cr,In,Hf,Os,0.0,0.0,171.42774,24497276
Cr,In,Hf,Ir,0.7971,2.945,160.79399999999998,24497277
Cr,In,Hf,Pt,0.8390000000000001,3.358,162.38338000000002,24497278
Cr,In,Hf,Au,0.8462,4.007,167.35973,24497279
Cr,In,Hf,Hg,0.8824,4.905,163.01113,24497280
Cr,In,Hf,Tl,0.9072,4.557,149.57252,24497281
Cr,In,Hf,Pb,0.9189,3.0780000000000003,138.70932,24497282
Cr,In,Hf,Bi,0.9546,2.43,135.91527,24497283
Cr,In,Ta,W,0.0,0.0,175.85134,24497374
Cr,In,Ta,Re,0.0,0.0,166.3216,24497375
Cr,In,Ta,Os,0.0,0.0,151.11145,24497376
Cr,In,Ta,Ir,0.0,0.0,142.05783,24497377
Cr,In,Ta,Pt,0.7457,2.385,155.82176,24497378
Cr,In,Ta,Au,0.7609999999999999,2.605,170.03428,24497379
Cr,In,Ta,Hg,0.815,2.732,173.73053000000002,24497380
Cr,In,Ta,Tl,0.8472,3.13,158.47636,24497381
Cr,In,Ta,Pb,0.8586,2.55,144.02922,24497382
Cr,In,Ta,Bi,0.8937,2.376,137.21694,24497383
Cr,In,W,Re,0.0,0.0,141.4938,24497475
Cr,In,W,Os,0.0,0.0,127.67352,24497476
Cr,In,W,Ir,0.0,0.0,128.60734,24497477
Cr,In,W,Pt,0.7034,0.86,150.67828,24497478
Cr,In,W,Au,0.0,0.0,171.96395,24497479
Cr,In,W,Hg,0.7809999999999999,1.6369999999999998,177.32811999999998,24497480
Cr,In,W,Tl,0.8171,2.104,158.66336,24497481
Cr,In,W,Pb,0.8234,2.108,143.58962,24497482
Cr,In,W,Bi,0.8577,2.6010000000000004,134.91082,24497483
Cr,In,Re,Os,0.0,0.0,109.99023,24497576
Cr,In,Re,Ir,0.6536,1.4069999999999998,127.48749,24497577
Cr,In,Re,Pt,0.0,0.0,136.65599,24497578
Cr,In,Re,Au,0.0,0.0,166.64835,24497579
Cr,In,Re,Hg,0.7724,6.211,174.79275,24497580
Cr,In,Re,Tl,0.7966,9.547,155.07805,24497581
Cr,In,Re,Pb,0.8034,9.988,139.05692,24497582
Cr,In,Re,Bi,0.8213,14.428,132.97571000000002,24497583
Cr,In,Os,Ir,0.6642,5.861000000000001,115.9523,24497677
Cr,In,Os,Pt,0.7153,11.48,130.32927,24497678
Cr,In,Os,Au,0.7545,12.352,153.98764,24497679
Cr,In,Os,Hg,0.7996,19.539,160.03451,24497680
Cr,In,Os,Tl,0.8221,28.092,142.97796,24497681
Cr,In,Os,Pb,0.8319,24.362,133.38597,24497682
Cr,In,Os,Bi,0.8222,0.0,126.92736,24497683
Cr,In,Ir,Pt,0.0,0.0,116.34959,24497778
Cr,In,Ir,Au,0.0,0.0,144.92493000000002,24497779
Cr,In,Ir,Hg,0.0,0.0,159.9286,24497780
Cr,In,Ir,Tl,0.9793,0.177,121.57047,24497781
Cr,In,Ir,Pb,0.9795,0.254,117.90954,24497782
Cr,In,Ir,Bi,1.0033,0.125,114.64153,24497783
Cr,In,Pt,Au,0.9599,0.322,85.46738,24497879
Cr,In,Pt,Hg,1.0026,0.4379999999999999,77.92621,24497880
Cr,In,Pt,Tl,1.0214,0.349,94.1061,24497881
Cr,In,Pt,Pb,1.016,0.326,97.08494,24497882
Cr,In,Pt,Bi,1.0394,0.246,101.33637,24497883
Cr,In,Au,Hg,1.0074,0.2769999999999999,67.21287,24497980
Cr,In,Au,Tl,1.0307,0.325,74.62078000000001,24497981
Cr,In,Au,Pb,1.0227,0.411,77.72879,24497982
Cr,In,Au,Bi,1.0444,0.245,87.38224,24497983
Cr,In,Hg,Tl,1.0537,0.74,62.58068000000001,24498081
Cr,In,Hg,Pb,1.0471,0.81,67.11519,24498082
Cr,In,Hg,Bi,1.0675,1.436,84.25799,24498083
Cr,In,Tl,Pb,1.0616,1.3869999999999998,62.99779,24498182
Cr,In,Tl,Bi,1.0769,3.005,77.73074,24498183
Cr,In,Pb,Bi,1.0687,0.91,74.30598,24498283
Cr,Sn,Hf,Ta,0.0,0.0,166.79916,24507273
Cr,Sn,Hf,W,0.0,0.0,170.56333,24507274
Cr,Sn,Hf,Re,0.0,0.0,162.23481999999998,24507275
Cr,Sn,Hf,Os,0.0,0.0,149.23273,24507276
Cr,Sn,Hf,Ir,0.8102,2.5610000000000004,149.35863,24507277
Cr,Sn,Hf,Pt,0.8411,2.625,154.51434,24507278
Cr,Sn,Hf,Au,0.8501,3.075,157.41529,24507279
Cr,Sn,Hf,Hg,0.8863,3.845,149.90982,24507280
Cr,Sn,Hf,Tl,0.9137,3.639,136.18226,24507281
Cr,Sn,Hf,Pb,0.926,2.6830000000000003,125.82066,24507282
Cr,Sn,Hf,Bi,0.9576,1.988,122.78719,24507283
Cr,Sn,Ta,W,0.0,0.0,158.1889,24507374
Cr,Sn,Ta,Re,0.0,0.0,142.64756,24507375
Cr,Sn,Ta,Os,0.0,0.0,130.22063,24507376
Cr,Sn,Ta,Ir,0.0,0.0,128.28936000000002,24507377
Cr,Sn,Ta,Pt,0.0,0.0,144.2499,24507378
Cr,Sn,Ta,Au,0.7659,2.26,158.27567,24507379
Cr,Sn,Ta,Hg,0.8179,2.8960000000000004,155.63593,24507380
Cr,Sn,Ta,Tl,0.852,2.889,140.20113,24507381
Cr,Sn,Ta,Pb,0.863,2.467,128.65073,24507382
Cr,Sn,Ta,Bi,0.9002,2.148,122.2049,24507383
Cr,Sn,W,Re,0.0,0.0,119.43573,24507475
Cr,Sn,W,Os,0.0,0.0,111.76822,24507476
Cr,Sn,W,Ir,0.0,0.0,117.44126,24507477
Cr,Sn,W,Pt,0.7119,0.983,142.40968999999998,24507478
Cr,Sn,W,Au,0.731,1.111,156.82834,24507479
Cr,Sn,W,Hg,0.7881,1.847,155.04887,24507480
Cr,Sn,W,Tl,0.8213,2.188,138.06491,24507481
Cr,Sn,W,Pb,0.8334,2.204,125.4387,24507482
Cr,Sn,W,Bi,0.8667,2.533,119.49365,24507483
Cr,Sn,Re,Os,0.0,0.0,98.31948,24507576
Cr,Sn,Re,Ir,0.6745,1.517,115.81652,24507577
Cr,Sn,Re,Pt,0.703,2.4930000000000003,135.03513999999998,24507578
Cr,Sn,Re,Au,0.7267,2.999,151.434,24507579
Cr,Sn,Re,Hg,0.7802,5.546,150.50499,24507580
Cr,Sn,Re,Tl,0.8033,9.01,134.49221,24507581
Cr,Sn,Re,Pb,0.8186,7.455,125.3044,24507582
Cr,Sn,Re,Bi,0.8232,13.844,117.52599,24507583
Cr,Sn,Os,Ir,0.6889,5.424,105.58908999999998,24507677
Cr,Sn,Os,Pt,0.7268,9.881,122.25668,24507678
Cr,Sn,Os,Au,0.7623,10.233,139.62078,24507679
Cr,Sn,Os,Hg,0.8188,14.323,139.62177,24507680
Cr,Sn,Os,Tl,0.8331,23.519,127.25462,24507681
Cr,Sn,Os,Pb,0.8555,16.289,119.14379,24507682
Cr,Sn,Os,Bi,0.836,41.345,112.93217,24507683
Cr,Sn,Ir,Pt,0.8689,0.237,100.5451,24507778
Cr,Sn,Ir,Au,0.8987,0.198,117.11553,24507779
Cr,Sn,Ir,Hg,0.9558,0.32,117.93983,24507780
Cr,Sn,Ir,Tl,0.9788,0.251,114.26241,24507781
Cr,Sn,Ir,Pb,0.9732,0.0,106.83366,24507782
Cr,Sn,Ir,Bi,1.0084,0.145,103.06409,24507783
Cr,Sn,Pt,Au,0.9496,0.294,100.15609,24507879
Cr,Sn,Pt,Hg,0.9926,0.375,95.22465,24507880
Cr,Sn,Pt,Tl,1.0137,0.359,95.48262,24507881
Cr,Sn,Pt,Pb,1.0153,0.372,90.98595,24507882
Cr,Sn,Pt,Bi,1.0416,0.2239999999999999,94.5047,24507883
Cr,Sn,Au,Hg,1.0002,0.344,79.56268,24507980
Cr,Sn,Au,Tl,1.0229,0.3989999999999999,76.58629,24507981
Cr,Sn,Au,Pb,1.024,0.307,75.82311,24507982
Cr,Sn,Au,Bi,1.0439,0.237,84.44086999999999,24507983
Cr,Sn,Hg,Tl,1.0484,0.952,67.16922,24508081
Cr,Sn,Hg,Pb,1.0478,0.0,67.16945,24508082
Cr,Sn,Hg,Bi,1.0537,0.7390000000000001,78.56389,24508083
Cr,Sn,Tl,Pb,1.0615,1.146,64.63371,24508182
Cr,Sn,Tl,Bi,1.0759999999999998,0.816,75.5701,24508183
Cr,Sn,Pb,Bi,1.0621,0.363,69.91389000000001,24508283
Cr,Hf,Ta,W,0.0,0.0,19.8637,24727374
Cr,Hf,Ta,Re,0.0,0.0,30.19746,24727375
Cr,Hf,Ta,Os,0.0,0.0,42.42722,24727376
Cr,Hf,Ta,Ir,0.0,0.0,77.94445999999999,24727377
Cr,Hf,Ta,Pt,0.0,0.0,88.79654000000001,24727378
Cr,Hf,Ta,Au,0.0,0.0,94.8353,24727379
Cr,Hf,Ta,Hg,0.0,0.0,114.17315,24727380
Cr,Hf,Ta,Tl,0.0,0.0,158.93628,24727381
Cr,Hf,Ta,Pb,0.7387,4.706,166.74822,24727382
Cr,Hf,Ta,Bi,0.7953,4.0,160.03396999999998,24727383
Cr,Hf,W,Re,0.0,0.0,28.477490000000003,24727475
Cr,Hf,W,Os,0.0,0.0,48.08822,24727476
Cr,Hf,W,Ir,0.0,0.0,75.01886,24727477
Cr,Hf,W,Pt,0.0,0.0,86.01191999999999,24727478
Cr,Hf,W,Au,0.0,0.0,98.38106,24727479
Cr,Hf,W,Hg,0.0,0.0,128.93565,24727480
Cr,Hf,W,Tl,0.0,0.0,174.66507,24727481
Cr,Hf,W,Pb,0.0,0.0,160.91428,24727482
Cr,Hf,W,Bi,0.7725,1.461,153.82793,24727483
Cr,Hf,Re,Os,0.0,0.0,48.11858,24727576
Cr,Hf,Re,Ir,0.0,0.0,70.02580999999999,24727577
Cr,Hf,Re,Pt,0.0,0.0,84.95626,24727578
Cr,Hf,Re,Au,0.0,0.0,102.86544,24727579
Cr,Hf,Re,Hg,0.0,0.0,142.24953,24727580
Cr,Hf,Re,Tl,0.0,0.0,172.1187,24727581
Cr,Hf,Re,Pb,0.7174,2.399,158.13244,24727582
Cr,Hf,Re,Bi,0.0,0.0,135.62639,24727583
Cr,Hf,Os,Ir,0.0,0.0,70.66888,24727677
Cr,Hf,Os,Pt,0.0,0.0,85.34116,24727678
Cr,Hf,Os,Au,0.0,0.0,104.8472,24727679
Cr,Hf,Os,Hg,0.0,0.0,147.10503,24727680
Cr,Hf,Os,Tl,0.0,0.0,158.99473,24727681
Cr,Hf,Os,Pb,0.0,0.0,140.24278,24727682
Cr,Hf,Os,Bi,0.8098,5.722,142.43076000000002,24727683
Cr,Hf,Ir,Pt,0.0,0.0,87.43098,24727778
Cr,Hf,Ir,Au,0.0,0.0,104.9263,24727779
Cr,Hf,Ir,Hg,0.7986,3.01,140.24501,24727780
Cr,Hf,Ir,Tl,0.8477,3.036,153.35525,24727781
Cr,Hf,Ir,Pb,0.8590000000000001,2.509,146.61571,24727782
